ID	Seed	Sample	pdockq	ppv	pdockq2	pae	plddt	ptm	iptm	ranking_score	correct_result
8jca_a-7rg8_b	3	3	0.0352113014093838	0.63555449	[0.010858525955637466, 0.00922316760191097]	[0.19972191569031797, 0.20029346831061165]	[61.78333333333333, 39.56791666666667]	0.58	0.11	0.29	0
8jca_a-7rg8_b	3	4	0.0363794376252903	0.63555449	[0.011863260426422002, 0.010013930389398396]	[0.22044919812751948, 0.22370324678672682]	[65.65964285714286, 45.774642857142844]	0.58	0.11	0.29	0
8jca_a-7rg8_b	4	0	0.024904321881786	0.55890174	[0.00960610946741663, 0.008904399488769778]	[0.1904176728127162, 0.18955908616730924]	[47.76774193548387, 36.2241935483871]	0.52	0.09	0.26	0
8jca_a-7rg8_b	4	1	0.0252177856604396	0.55890174	[0.009685468453192868, 0.00918720000069611]	[0.19356155143574724, 0.19264514574589534]	[48.18208333333333, 40.54]	0.5	0.1	0.26	0
8jca_a-7rg8_b	4	2	0.0198903370385502	0.55890174	[0.009666733413739277, 0.008746459124855681]	[0.1717703884648304, 0.16876609946916662]	[53.98, 37.38666666666666]	0.52	0.08	0.26	0
8jca_a-7rg8_b	4	3	0.0228946739707621	0.55890174	[0.009659504219789158, 0.00875403100237803]	[0.18303961583842862, 0.17650659672331848]	[50.542380952380945, 35.90142857142857]	0.5	0.09	0.26	0
8jca_a-7rg8_b	4	4	0.0302283297402823	0.63555449	[0.010050516670382093, 0.009222983795625781]	[0.19200359174439624, 0.19214276815140283]	[53.84266666666667, 41.24333333333333]	0.52	0.09	0.26	0
8jca_a-7rg8_b	5	0	0.0196181421150769	0.55890174	[0.008839912505562264, 0.00853886455917644]	[0.14584913365614607, 0.15898251192368842]	[45.54, 34.85]	0.56	0.06	0.27	0
8jca_a-7rg8_b	5	1	0.0371621201420762	0.63555449	[0.010526097460725185, 0.009595194826156013]	[0.18922694391083672, 0.19598674818303283]	[61.046428571428564, 46.24714285714286]	0.56	0.1	0.27	0
8jca_a-7rg8_b	5	2	0.0372459613580134	0.63555449	[0.01072551705899714, 0.009552172385039727]	[0.20245854975405012, 0.19704841026995384]	[59.41833333333333, 45.35416666666668]	0.55	0.11	0.26	0
8jca_a-7rg8_b	5	3	0.0424120438251684	0.63555449	[0.011153562655100185, 0.009649537562688736]	[0.20656972511584912, 0.19796179407319212]	[62.943333333333335, 46.586666666666666]	0.57	0.11	0.29	0
8jca_a-7rg8_b	5	4	0.04565459875579312	0.63555449	[0.011089276566822636, 0.009717990811337335]	[0.20663950859452715, 0.2067866064773599]	[62.23657142857142, 45.55171428571428]	0.57	0.11	0.28	0
8jhz_a-7msr_b	1	0	0.3912670294441248	0.86040801	[0.009491022106758767, 0.009432107316609845]	[0.12266725310761405, 0.11812499349933482]	[71.36845238095236, 72.60511904761904]	0.4	0.29	0.31	0
8jhz_a-7msr_b	1	1	0.286295851817289	0.80223507	[0.009476904768506818, 0.009339687027843081]	[0.12364956859545652, 0.12385057515968456]	[70.45807692307693, 66.95384615384616]	0.4	0.3	0.32	0
8jhz_a-7msr_b	1	2	0.3296172572949746	0.83367787	[0.00947034564935374, 0.009467267991524569]	[0.11427487918800204, 0.1094091940681025]	[76.06516129032256, 79.36306451612901]	0.4	0.28	0.3	0
8jhz_a-7msr_b	1	3	0.125694212550524	0.70615739	[0.010085876836308252, 0.010020762027082582]	[0.14316893543499792, 0.13191747791032837]	[72.8655, 77.763]	0.4	0.29	0.31	0
8jhz_a-7msr_b	1	4	0.4687615176229702	0.88570037	[0.009356315522331488, 0.009199130093282605]	[0.11374360679309499, 0.10793545791294472]	[73.35666666666667, 72.71204545454545]	0.39	0.29	0.31	0
8jhz_a-7msr_b	2	0	0.3686049979440426	0.85453785	[0.009118107917086688, 0.008914686623238386]	[0.10891258365122425, 0.10530832895011674]	[69.64686666666667, 65.542]	0.39	0.26	0.29	0
8jhz_a-7msr_b	2	1	0.3493255439830969	0.84294946	[0.00911964369017007, 0.009082448844848854]	[0.11428662239276473, 0.10496034710228233]	[66.41590361445783, 71.15180722891567]	0.39	0.27	0.3	0
8jhz_a-7msr_b	2	2	0.2428378632067745	0.77766077	[0.009324331598733115, 0.008987531323206038]	[0.11451669334816435, 0.10992502092648415]	[71.99357142857144, 65.05171428571427]	0.38	0.27	0.29	0
8jhz_a-7msr_b	2	3	0.4438678752068818	0.87822061	[0.009385223714133462, 0.008937288536161622]	[0.11561336034975478, 0.10964173552119694]	[72.94186440677967, 63.65983050847456]	0.39	0.25	0.28	0
8jhz_a-7msr_b	2	4	0.4865420087847718	0.8919553	[0.009635034497174448, 0.009073006821529714]	[0.12153643996342867, 0.11488488997698036]	[75.5349375, 64.733375]	0.39	0.28	0.3	0
8jhz_a-7msr_b	3	0	0.3547297463184224	0.84294946	[0.008680777077261493, 0.008591731545998835]	[0.09849657529159186, 0.09720512059968331]	[61.63658986175115, 59.05658986175115]	0.39	0.25	0.28	0
8jhz_a-7msr_b	3	1	0.1617820184865217	0.73044282	[0.008315330523659223, 0.008636276825844023]	[0.0998707965163192, 0.10088578019904675]	[46.66152173913044, 58.55032608695653]	0.4	0.23	0.26	0
8jhz_a-7msr_b	3	2	0.1582295703372581	0.73044282	[0.008682451460748402, 0.009120459020137892]	[0.11880803282994712, 0.1142304705142722]	[51.150821917808216, 66.47191780821917]	0.4	0.29	0.32	0
8jhz_a-7msr_b	3	3	0.2770588718694218	0.80223507	[0.008532223303780909, 0.009158395470397249]	[0.11933251086685157, 0.12138315518116044]	[46.21705069124423, 63.57331797235023]	0.4	0.3	0.32	0
8jhz_a-7msr_b	3	4	0.1711130100402247	0.73044282	[0.009020012285786163, 0.009683455997620228]	[0.13508744355187247, 0.13789398836867295]	[53.744727272727275, 67.5910909090909]	0.39	0.29	0.31	0
8jhz_a-7msr_b	4	0	0.3955999670576283	0.86040801	[0.009278460104620783, 0.009212360951277174]	[0.12183920409141206, 0.11522168998912477]	[66.48626506024095, 68.48222891566266]	0.4	0.29	0.32	0
8jhz_a-7msr_b	4	1	0.2803799133142625	0.80223507	[0.008993883240797737, 0.008979629823154756]	[0.11778175007609726, 0.11571341641208188]	[60.894666666666666, 61.566380952380946]	0.4	0.29	0.32	0
8jhz_a-7msr_b	4	2	0.3319094937555731	0.83367787	[0.009654879410322125, 0.0095910775218035]	[0.1369472422120836, 0.12333821458922017]	[67.45565217391304, 73.38956521739132]	0.4	0.29	0.32	0
8jhz_a-7msr_b	4	3	0.3926804148480393	0.86040801	[0.00928635474960117, 0.009185396744464292]	[0.11465899910527218, 0.10909960579680726]	[70.86663366336633, 71.53118811881188]	0.4	0.3	0.32	0
8jhz_a-7msr_b	4	4	0.3002257862111318	0.81190228	[0.009098602042974179, 0.009793976996615102]	[0.13680502579358658, 0.13683292601940372]	[54.97883928571429, 70.41401785714287]	0.4	0.31	0.33	0
8jhz_a-7msr_b	5	0	0.2059226408502809	0.75941223	[0.008885933584648172, 0.008862623498753192]	[0.09492308509022876, 0.09462476252875435]	[71.66514705882351, 71.03338235294119]	0.4	0.22	0.26	0
8jhz_a-7msr_b	5	1	0.4201485254806801	0.87116417	[0.009305238572117779, 0.009208570666299308]	[0.11484376053090703, 0.11183334312345485]	[71.26887096774192, 70.44854838709678]	0.4	0.29	0.31	0
8jhz_a-7msr_b	5	2	0.0663737941244508	0.63555449	[0.008187245363212319, 0.008880262434757816]	[0.1018811510938051, 0.10489598793998553]	[40.52170212765957, 64.66382978723402]	0.39	0.22	0.26	0
8jhz_a-7msr_b	5	3	0.2597164139341573	0.78549007	[0.010000036729430051, 0.009807389689251206]	[0.13301803820478517, 0.12212277549449775]	[76.70023255813953, 79.20418604651164]	0.4	0.31	0.33	0
8jhz_a-7msr_b	5	4	0.31016896397586313	0.81190228	[0.008573452851933594, 0.008856055501705304]	[0.09910423486932193, 0.09928754252308379]	[57.23032432432433, 67.46627027027026]	0.4	0.24	0.27	0
8jle_a-8wqi_g	1	0	0.2276993838471482	0.77766077	[0.02818745070844243, 0.02268804292362644]	[0.35936681993584324, 0.4469330917590882]	[86.16088607594935, 61.0372151898734]	0.67	0.31	0.52	0
8jle_a-8wqi_g	1	1	0.2165486137710465	0.75941223	[0.0766409689955963, 0.03302525049680838]	[0.5248279325074264, 0.5304109238242646]	[88.75716666666666, 63.25633333333334]	0.69	0.36	0.54	0
8jle_a-8wqi_g	1	2	0.2105530356522086	0.75941223	[0.02560413111304249, 0.013979558631009501]	[0.3363263134088592, 0.34692831889200526]	[87.27905660377355, 52.17867924528301]	0.64	0.23	0.43	0
8jle_a-8wqi_g	1	3	0.075869237019477	0.66728511	[0.013166388819278979, 0.01027341409140791]	[0.20982535311266587, 0.2379640905578864]	[80.16489795918368, 45.89102040816327]	0.61	0.14	0.34	0
8jle_a-8wqi_g	1	4	0.1378533596873485	0.70615739	[0.013979366494487465, 0.010252254197337808]	[0.20325694499400074, 0.23772101217321281]	[89.05955223880596, 45.70985074626866]	0.59	0.14	0.34	0
8jle_a-8wqi_g	2	0	0.2468668346141307	0.78549007	[0.1231981059526813, 0.03941350445258803]	[0.6121535139017453, 0.5667080235624847]	[87.88267857142857, 64.17535714285714]	0.71	0.35	0.53	0
8jle_a-8wqi_g	2	1	0.3277668114775262	0.83367787	[0.27106904041630775, 0.10766237468546057]	[0.7317903178779234, 0.7304158686188508]	[90.77881578947368, 70.8336842105263]	0.76	0.54	0.7	0
8jle_a-8wqi_g	2	2	0.363253457499775	0.84294946	[0.19411762535657562, 0.07947982769558543]	[0.6756463288421718, 0.6637069750564342]	[90.15063492063494, 71.01507936507937]	0.72	0.49	0.65	0
8jle_a-8wqi_g	2	3	0.294210445129825	0.80223507	[0.07982701764500998, 0.04177008060721839]	[0.5349629454992773, 0.5657116989383044]	[88.22896103896103, 65.9]	0.71	0.41	0.59	0
8jle_a-8wqi_g	2	4	0.3098690268122618	0.81190228	[0.036831716308890254, 0.016676105130887187]	[0.3969340336351875, 0.3869371705517704]	[88.92478260869566, 55.955072463768126]	0.67	0.31	0.51	0
8jle_a-8wqi_g	3	0	0.1891029469042572	0.74006263	[0.02994496314409403, 0.02238478848473964]	[0.35999142226400294, 0.44865143472090135]	[88.78063492063491, 60.28000000000001]	0.66	0.28	0.5	0
8jle_a-8wqi_g	3	1	0.098383997914636	0.66728511	[0.021418029873849085, 0.013697341068861418]	[0.3092284538771404, 0.34890117313094343]	[84.94714285714286, 50.64771428571429]	0.63	0.2	0.41	0
8jle_a-8wqi_g	3	2	0.2675707707095429	0.80223507	[0.06521895282814358, 0.03088030969688603]	[0.4977559992283686, 0.5279567753514967]	[88.66630136986302, 61.48808219178083]	0.7	0.36	0.54	0
8jle_a-8wqi_g	3	3	0.1008090296833163	0.68635536	[0.03315196334100089, 0.02001324224870684]	[0.3842343727330159, 0.43706258052165686]	[87.482, 57.32574999999999]	0.68	0.28	0.49	0
8jle_a-8wqi_g	3	4	0.1578322920884917	0.73044282	[0.028642441719739987, 0.019273141751932694]	[0.3491997694524646, 0.41543488045323784]	[89.42843137254903, 58.660980392156866]	0.66	0.3	0.51	0
8jle_a-8wqi_g	4	0	0.2541070359766189	0.78549007	[0.022478648697208163, 0.013835425630430085]	[0.30358535389658375, 0.3341378839960164]	[89.32520547945205, 53.52205479452054]	0.66	0.25	0.44	0
8jle_a-8wqi_g	4	1	0.1238585484354246	0.70615739	[0.014297464986637459, 0.012885865233918107]	[0.23075878557430698, 0.30521906573934343]	[80.48291666666667, 53.564166666666665]	0.63	0.18	0.39	0
8jle_a-8wqi_g	4	2	0.2214436584863285	0.77766077	[0.03173920947496509, 0.022207958943319547]	[0.3790525936182001, 0.445786359364129]	[86.81984126984126, 60.356031746031725]	0.67	0.28	0.47	0
8jle_a-8wqi_g	4	3	0.145140023945763	0.71391784	[0.014784947669580308, 0.012247421216005024]	[0.22869334423414217, 0.2999587058434884]	[84.2284375, 50.70515625]	0.62	0.18	0.42	0
8jle_a-8wqi_g	4	4	0.1413336058622391	0.71391784	[0.01764933546753443, 0.014969709382593632]	[0.2685495167695287, 0.3493356443440808]	[84.65599999999999, 55.86383333333334]	0.64	0.23	0.44	0
8jle_a-8wqi_g	5	0	0.1631144318253449	0.73044282	[0.025145506498086924, 0.015452601127940637]	[0.33407540646021333, 0.3675593804095856]	[86.95020833333335, 54.833124999999995]	0.66	0.27	0.47	0
8jle_a-8wqi_g	5	1	0.1646388565365492	0.73044282	[0.06113590648068502, 0.022804295458407963]	[0.4902900147906234, 0.47431960128305]	[88.0102, 57.7006]	0.72	0.36	0.54	0
8jle_a-8wqi_g	5	2	0.1371074252033347	0.70615739	[0.02637822107691755, 0.013835667940414503]	[0.3422122000514791, 0.33140964550748797]	[87.24511111111113, 53.96377777777778]	0.65	0.2	0.41	0
8jle_a-8wqi_g	5	3	0.1245506813090356	0.70615739	[0.018360052882842415, 0.013821996980114156]	[0.2715082356834441, 0.3387323989717198]	[86.45909090909089, 52.73545454545455]	0.63	0.19	0.39	0
8jle_a-8wqi_g	5	4	0.13147739890902344	0.70615739	[0.014999069203383283, 0.01170207873891621]	[0.2281514702468208, 0.28667808154824387]	[85.71043478260869, 49.37246376811594]	0.6	0.17	0.39	0
8jlg_a-8oiz_b	1	0	0.2463277467170116	0.78549007	[0.021779529866703878, 0.037221689772121404]	[0.4032810706515323, 0.4257701680036871]	[65.86880952380952, 83.2947619047619]	0.67	0.32	0.42	0
8jlg_a-8oiz_b	1	1	0.2334203435974173	0.77766077	[0.023808536173617795, 0.04276978323294999]	[0.44859759714779723, 0.45064114253006626]	[62.67105263157896, 83.5478947368421]	0.67	0.36	0.45	0
8jlg_a-8oiz_b	1	2	0.2803935509387821	0.80223507	[0.015619243083643628, 0.024703402025130917]	[0.34803549322591204, 0.34237966943627307]	[58.5233962264151, 83.95962264150943]	0.67	0.26	0.37	0
8jlg_a-8oiz_b	1	3	0.2320441502491338	0.77766077	[0.02130342236462902, 0.0373629249747609]	[0.4275389329553735, 0.4146582170366031]	[61.21787234042556, 85.67170212765956]	0.67	0.3	0.4	0
8jlg_a-8oiz_b	1	4	0.1882557181034557	0.74006263	[0.030157509144790543, 0.0694538393602465]	[0.5110256665328553, 0.5240430626779019]	[62.768125, 86.0415625]	0.67	0.39	0.49	0
8jlg_a-8oiz_b	2	0	0.0369891068552599	0.63555449	[0.010337533495041898, 0.008467907390534452]	[0.14795324158467074, 0.1453591845311818]	[74.91153846153847, 36.236153846153854]	0.66	0.18	0.31	0
8jlg_a-8oiz_b	2	1	0.095894781967644	0.66728511	[0.011607242100900094, 0.00950716912782917]	[0.1710847298836058, 0.15357811158690027]	[81.6072, 57.3192]	0.66	0.17	0.31	0
8jlg_a-8oiz_b	2	2	0.0550551464992875	0.63555449	[0.010235957394568574, 0.008670967181018396]	[0.14476079729088295, 0.15980982873687116]	[74.77357142857143, 37.76357142857143]	0.66	0.16	0.3	0
8jlg_a-8oiz_b	2	3	0.1467383497682624	0.71391784	[0.009154045455041147, 0.009565235301513531]	[0.10308176857571455, 0.09856630034939365]	[74.72333333333334, 91.06166666666667]	0.65	0.08	0.23	0
8jlg_a-8oiz_b	2	4	0.0518967631222765	0.63555449	[0.011205005006695383, 0.009145261945906525]	[0.1605887306418988, 0.1513224163273769]	[81.665, 50.713333333333345]	0.66	0.17	0.31	0
8jlg_a-8oiz_b	3	0	0.2538461321943856	0.78549007	[0.008750834614137023, 0.009532325057971539]	[0.11660905448154298, 0.10584996983036608]	[54.244054054054075, 83.8737837837838]	0.65	0.1	0.24	0
8jlg_a-8oiz_b	3	1	0.1725256699726732	0.73044282	[0.01390541029918477, 0.01045317162401669]	[0.2145080711711842, 0.19706435256174434]	[83.86764705882354, 57.70941176470589]	0.69	0.33	0.44	0
8jlg_a-8oiz_b	3	2	0.1685432499756886	0.73044282	[0.01888982325957315, 0.012666672189924715]	[0.2846472096917586, 0.24695867571327268]	[84.31846153846153, 64.66]	0.71	0.41	0.51	0
8jlg_a-8oiz_b	3	3	0.164035704529671	0.73044282	[0.01589338534323879, 0.010977940344003938]	[0.24997597252401532, 0.222752830733065]	[82.8590625, 56.6171875]	0.7	0.36	0.47	0
8jlg_a-8oiz_b	3	4	0.1717175405450946	0.73044282	[0.014848004828473045, 0.011342156362760009]	[0.23072532380192406, 0.2072508578194394]	[83.8628, 64.7012]	0.69	0.33	0.45	0
8jlg_a-8oiz_b	4	0	0.0480534016850968	0.63555449	[0.010535261047252595, 0.0085277168678408]	[0.15306959269728038, 0.14900158876086683]	[75.6125, 36.89875]	0.66	0.18	0.32	0
8jlg_a-8oiz_b	4	1	0.0711747051798361	0.66728511	[0.010596607798614563, 0.008867433963956957]	[0.1483746395602613, 0.14681512194927818]	[79.00692307692309, 45.89653846153847]	0.67	0.2	0.33	0
8jlg_a-8oiz_b	4	2	0.1016626007543893	0.68635536	[0.009148643676615118, 0.009380846593028572]	[0.10123792619143789, 0.09909209926771058]	[75.9109090909091, 84.96727272727274]	0.65	0.08	0.23	0
8jlg_a-8oiz_b	4	3	0.05353877794506	0.63555449	[0.010729808714016919, 0.008646374650695229]	[0.14838006508469329, 0.15132202949421159]	[81.14200000000001, 39.282500000000006]	0.66	0.15	0.29	0
8jlg_a-8oiz_b	4	4	0.0523520168267773	0.63555449	[0.010342887885183002, 0.009473088084228441]	[0.1475405483958251, 0.14729091470843148]	[75.21272727272728, 59.07090909090909]	0.66	0.17	0.3	0
8jlg_a-8oiz_b	5	0	0.2277083366160755	0.77766077	[0.04771386206399626, 0.13223456694358063]	[0.5664730242974059, 0.6646723063189532]	[69.46388888888889, 82.57555555555557]	0.69	0.45	0.54	0
8jlg_a-8oiz_b	5	1	0.2106532017567955	0.75941223	[0.04222608453325522, 0.12618608961906796]	[0.5600250834141332, 0.6543239378797512]	[66.87243243243245, 82.7808108108108]	0.69	0.45	0.53	0
8jlg_a-8oiz_b	5	2	0.1771017812049757	0.74006263	[0.029305684411782964, 0.13679683014540356]	[0.5265285954162898, 0.6603696175727778]	[60.02688888888888, 83.906]	0.69	0.33	0.42	0
8jlg_a-8oiz_b	5	3	0.2598768974762656	0.78549007	[0.04196838019766848, 0.1028998837798482]	[0.5403592478386394, 0.6230998286393836]	[69.1290243902439, 81.92829268292682]	0.69	0.46	0.53	0
8jlg_a-8oiz_b	5	4	0.2032010977027207	0.75941223	[0.040111379092708795, 0.1791383373265455]	[0.5866324573490092, 0.705983360073515]	[62.46647058823528, 84.46058823529411]	0.69	0.4	0.48	0
8k1l_a-8bj8_b	1	0	0.0487021660399904	0.63555449	[0.010695151653519103, 0.010532526075291954]	[0.16917153118091333, 0.16011409276952857]	[70.68583333333335, 72.24416666666667]	0.71	0.26	0.38	0
8k1l_a-8bj8_b	1	1	0.0426653437786062	0.63555449	[0.010679126094982951, 0.01053821529886486]	[0.16916436955002231, 0.1599480335650418]	[70.46416666666667, 72.40583333333333]	0.7	0.27	0.39	0
8k1l_a-8bj8_b	1	2	0.0409544779933094	0.63555449	[0.010707067040959216, 0.010807068983581063]	[0.16993182626932823, 0.1632427365570087]	[70.53545454545456, 74.86090909090909]	0.71	0.27	0.39	0
8k1l_a-8bj8_b	1	3	0.0392890968213588	0.63555449	[0.01039766721190442, 0.0103717531968315]	[0.161060330069009, 0.15417201980321776]	[69.75333333333333, 72.44888888888889]	0.71	0.26	0.38	0
8k1l_a-8bj8_b	1	4	0.0311538069441554	0.63555449	[0.00942517043484391, 0.009600347071357066]	[0.13099608127681767, 0.11835020194120396]	[65.31, 76.7125]	0.7	0.18	0.31	0
8k1l_a-8bj8_b	2	0	0.039453834416597	0.63555449	[0.009400815098020057, 0.009738713897590356]	[0.127010590014131, 0.12087983242463418]	[66.77333333333333, 78.41333333333334]	0.7	0.18	0.31	0
8k1l_a-8bj8_b	2	1	0.0223180864013625	0.55890174	[0.010088255192974457, 0.01059918014730007]	[0.15165452843802926, 0.14941173463332788]	[68.83, 78.5]	0.71	0.19	0.31	0
8k1l_a-8bj8_b	2	2	0.0292116325727026	0.55890174	[0.01010296626923907, 0.010061462442296554]	[0.15141942276727352, 0.1428694869202416]	[69.194, 72.564]	0.7	0.19	0.31	0
8k1l_a-8bj8_b	2	3	0.0505027428755334	0.63555449	[0.00939653683509798, 0.00931660210604441]	[0.11633861277565344, 0.10907004867001324]	[72.78583333333334, 75.36749999999999]	0.7	0.18	0.31	0
8k1l_a-8bj8_b	2	4	0.0	0.0	[0.007347788261141951, 0.007347788261141951]	[0, 0]	[0, 0]	0.7	0.18	0.31	0
8k1l_a-8bj8_b	3	0	0.0492607997014251	0.63555449	[0.010223492001754885, 0.009659815739051635]	[0.1484358802881914, 0.12277049126186927]	[72.70571428571428, 75.36142857142856]	0.7	0.17	0.3	0
8k1l_a-8bj8_b	3	1	0.0237794578464538	0.55890174	[0.009019093599762995, 0.00910405870486973]	[0.10594386849938224, 0.10449517243500206]	[68.5, 72.15]	0.67	0.18	0.3	0
8k1l_a-8bj8_b	3	2	0.027576542416223	0.55890174	[0.009326770227644582, 0.009097477753508887]	[0.10612570303922633, 0.10402575342959783]	[77.75750000000001, 72.2675]	0.7	0.17	0.3	0
8k1l_a-8bj8_b	3	3	0.0276768421492885	0.55890174	[0.009571124567275564, 0.008793073586984126]	[0.11269891974549408, 0.10553059060829452]	[79.79666666666667, 61.37]	0.7	0.17	0.3	0
8k1l_a-8bj8_b	3	4	0.0187960630501561	0.55890174	[0.007347788261141951, 0.007347788261141951]	[0, 0]	[0, 0]	0.7	0.18	0.31	0
8k1l_a-8bj8_b	4	0	0.0261550628076938	0.55890174	[0.01095268318605727, 0.011387925323422286]	[0.17461708148503716, 0.16985947182381533]	[71.8975, 79.51499999999999]	0.7	0.22	0.35	0
8k1l_a-8bj8_b	4	1	0.0340741327828586	0.63555449	[0.010266080879364547, 0.010152503154235588]	[0.15502912392178703, 0.1442769174477115]	[70.32, 73.52250000000001]	0.7	0.21	0.33	0
8k1l_a-8bj8_b	4	2	0.0182588935619795	0.55890174	[0.009161114901731084, 0.009275316219438862]	[0.11678832116788321, 0.11530168686367881]	[66.15, 70.17]	0.69	0.18	0.31	0
8k1l_a-8bj8_b	4	3	0.0263505586433512	0.55890174	[0.009808951916787989, 0.009835106141153604]	[0.13938472443080147, 0.1329265719942507]	[69.42666666666668, 73.35000000000001]	0.7	0.21	0.34	0
8k1l_a-8bj8_b	4	4	0.0370886013424856	0.63555449	[0.010315397763463602, 0.010342464887095393]	[0.1585656305814888, 0.1471729499524691]	[69.54444444444444, 75.39333333333333]	0.7	0.18	0.31	0
8k1l_a-8bj8_b	5	0	0.0279941123146748	0.55890174	[0.01010005628156675, 0.009580379830183682]	[0.13723813541414215, 0.13405475984167448]	[76.288, 67.288]	0.7	0.19	0.32	0
8k1l_a-8bj8_b	5	1	0.0259086394043307	0.55890174	[0.010044425116077966, 0.009369272039384445]	[0.1446630658422003, 0.13481547738057711]	[71.35, 62.18800000000001]	0.7	0.18	0.31	0
8k1l_a-8bj8_b	5	2	0.0	0.0	[0.007347788261141951, 0.007347788261141951]	[0, 0]	[0, 0]	0.7	0.18	0.3	0
8k1l_a-8bj8_b	5	3	0.0222101831720796	0.55890174	[0.009166300419109487, 0.009112071653781998]	[0.10969601959150205, 0.10606030908504742]	[70.58, 71.33333333333333]	0.7	0.19	0.31	0
8k1l_a-8bj8_b	5	4	0.018728691648240935	0.55890174	[0.009225162726792455, 0.009121730831622335]	[0.11240880835422264, 0.10893720859296699]	[70.56, 69.74]	0.7	0.18	0.31	0
8ogi_a-7qk4_b	1	0	0.1040981898871615	0.68635536	[0.013108063111713801, 0.014049930522897505]	[0.22823019017090893, 0.252802586360177]	[73.27633333333333, 72.02333333333331]	0.4	0.2	0.43	0
8ogi_a-7qk4_b	1	1	0.0917092567728054	0.66728511	[0.015749602083496374, 0.018604721388838764]	[0.2701825866265645, 0.3218434700370603]	[75.9973076923077, 73.70076923076923]	0.43	0.28	0.56	0
8ogi_a-7qk4_b	1	2	0.0443439950601876	0.63555449	[0.010592777001750804, 0.011475614091491306]	[0.18839326781516397, 0.21687244060003008]	[62.175200000000004, 63.126]	0.37	0.1	0.42	0
8ogi_a-7qk4_b	1	3	0.096393079302404	0.66728511	[0.01436074208530563, 0.0157702745898392]	[0.24611629883142447, 0.2858594462463037]	[75.83307692307692, 71.9203846153846]	0.41	0.24	0.48	0
8ogi_a-7qk4_b	1	4	0.0939194564739872	0.66728511	[0.012429842670396467, 0.01414602336514956]	[0.22478282961312399, 0.24739918717185816]	[69.15518518518519, 74.17296296296297]	0.41	0.19	0.52	0
8ogi_a-7qk4_b	2	0	0.0896028953534292	0.66728511	[0.011970358683774435, 0.013579760719229408]	[0.2038438083635885, 0.23513110373712917]	[72.0332, 74.37239999999998]	0.4	0.18	0.45	0
8ogi_a-7qk4_b	2	1	0.1257809350732286	0.70615739	[0.013373045867294903, 0.015750320173531493]	[0.22702734268690963, 0.27568301131784584]	[75.57678571428572, 74.48428571428572]	0.43	0.22	0.47	0
8ogi_a-7qk4_b	2	2	0.125172071330878	0.70615739	[0.012388984409203121, 0.014579616808064029]	[0.2111648967388661, 0.2553201696878822]	[73.2625806451613, 74.32225806451612]	0.39	0.2	0.46	0
8ogi_a-7qk4_b	2	3	0.0927568899742623	0.66728511	[0.011682024336143855, 0.012693488786247032]	[0.19640174991482318, 0.23162712944581706]	[71.86074074074074, 69.14333333333333]	0.39	0.18	0.57	0
8ogi_a-7qk4_b	2	4	0.0952562900678348	0.66728511	[0.011813912717156094, 0.012869498963526158]	[0.19678919420264118, 0.22512516407302255]	[73.05919999999999, 72.49640000000001]	0.38	0.18	0.52	0
8ogi_a-7qk4_b	3	0	0.1235300662842435	0.70615739	[0.01521351769923002, 0.01954391122636093]	[0.26329234671075297, 0.3269000867937251]	[75.36, 75.32719999999999]	0.44	0.26	0.49	0
8ogi_a-7qk4_b	3	1	0.1053444353981005	0.68635536	[0.01463517590161426, 0.018613814617063393]	[0.25725137748261007, 0.31877922352455285]	[74.068, 74.4376]	0.45	0.26	0.57	0
8ogi_a-7qk4_b	3	2	0.1121031473207304	0.68635536	[0.015477553872208592, 0.019580162813293937]	[0.2713960688474636, 0.3184185473424568]	[74.3808, 77.4396]	0.44	0.24	0.54	0
8ogi_a-7qk4_b	3	3	0.0956584932064991	0.66728511	[0.012694500165867019, 0.015038894427401556]	[0.22559274280569697, 0.27783179291190363]	[71.00071428571427, 70.5775]	0.41	0.2	0.56	0
8ogi_a-7qk4_b	3	4	0.1204074849164251	0.70615739	[0.011406134691371615, 0.013056818570911406]	[0.20471020726863118, 0.22346350378948684]	[66.1656, 74.4564]	0.42	0.18	0.42	0
8ogi_a-7qk4_b	4	0	0.1735119770727802	0.73044282	[0.40937891641144236, 0.4125198003308258]	[0.8522516841124761, 0.8770534485021831]	[86.75304347826086, 84.47086956521741]	0.58	0.67	0.89	0
8ogi_a-7qk4_b	4	1	0.1524649221444703	0.71391784	[0.44944969925169714, 0.51319638894216]	[0.878127603682928, 0.9070645640381774]	[86.32631578947368, 86.67842105263156]	0.57	0.65	0.8	0
8ogi_a-7qk4_b	4	2	0.1306809096610616	0.70615739	[0.4913768131810914, 0.5739427932771727]	[0.8922066438273578, 0.9191955845883817]	[87.06095238095239, 88.32523809523812]	0.57	0.66	0.83	0
8ogi_a-7qk4_b	4	3	0.1256557141220719	0.70615739	[0.564087749464748, 0.6192346789201341]	[0.9178695190222633, 0.9350214642045735]	[88.00550000000001, 88.82900000000001]	0.6	0.68	0.89	0
8ogi_a-7qk4_b	4	4	0.1580438940327047	0.73044282	[0.5805972224046321, 0.6392834011433431]	[0.91892863093855, 0.940569823132543]	[88.65157894736842, 89.1778947368421]	0.59	0.68	0.92	0
