clean_query	multimer_frac_tm0.0	multimer_frac_tm0.6	multimer_frac_tm0.9	multimer_frac_tm0.8	multimer_frac_tm0.1	multimer_frac_tm0.2	multimer_frac_tm0.3	multimer_frac_tm0.4	multimer_frac_tm0.5	multimer_frac_tm0.7	hm_frac_tm0.0	hm_frac_tm0.6	hm_frac_tm0.9	hm_frac_tm0.8	hm_frac_tm0.5	hm_frac_tm0.4	hm_frac_tm0.1	hm_frac_tm0.2	hm_frac_tm0.3	hm_frac_tm0.7	highest_match_all_hits	highest_tm_all_hits	stoich_all_hits	highest_match_multimers	highest_tm_multimers	stoich_multimers	highest_match_homomultimers	highest_tm_homomultimers	category	stoich_homomultimers	max_iptm	min_iptm	avg_iptm	max_rc	min_rc	avg_rc	pdbid_x	structural_consensus	correct_result	pdbid_y	num_contacts_with_max_n_models	num_unique_contacts	mean_contacts_across_predictions	min_contacts_across_predictions	best_num_residue_contacts	best_if_residues	best_plddt_max	best_pae_min	best_contact_score_max	ID	buried_apolar_area	buried_polar_area	total_interaction_area	fraction_buried_apolar_area	fraction_buried_polar_area
8gtg_A	0.7973	0.8374	0.0	0.0	0.7973	0.797	0.7947	0.7908	0.7889	0.9106	0.0959	0.0192	0.0	0.0	0.0748	0.0788	0.0959	0.096	0.0894	0.0223	4k5y-assembly3	0.9395	monomer	8jr9-assembly1_R	0.7885	heteromultimer_1_copy	5dhh-assembly3_A	0.7137	neg_heterodimer	homodimer	0.3479426	0.09620465	0.2061956216	0.3945569627333805	0.1665559144045434	0.267172304375475	8gtg_A	0.60201935	0	8gtg_A	1.0	18.0	2.0	0.0	12.0	14.0	63.0	10.669606	118.0	8gtg_A	1236.0123999999996	623.0991999999999	1859.1112	0.6648404893693287	0.3351597257872472
8gtg_B	0.0569	0.0501	0.1765	0.2239	0.0569	0.0569	0.0569	0.0569	0.0571	0.051	0.0376	0.035	0.1471	0.1493	0.0377	0.0376	0.0376	0.0376	0.0376	0.0349	169l-assembly4	0.9703	monomer	3sb5-assembly1_B	0.9695	homomultimer	3sb5-assembly1_B	0.9695	neg_heterodimer	homomultimer	0.1629355	0.088525265	0.120409547	0.235623999118309	0.1652067463466272	0.1957316788453278	8gtg_B	0.6043234333333333	0	8gtg_B	2.0	3.0	0.0	0.0	3.0	5.0	67.0	14.422358	28.0	8gtg_B	706.4696	811.4583999999999	1517.9296	0.4654165779493331	0.5345823679833372
8gtu	0.5059	0.3796	0.0	0.1032	0.5059	0.5059	0.5039	0.5073	0.4972	0.3197	0.3373	0.3083	0.0	0.1032	0.3388	0.3417	0.3373	0.3373	0.3386	0.2602	2yln-assembly1	0.8882	monomer	2pyy-assembly1_C	0.8727	homomultimer	2pyy-assembly1_C	0.8727	homodimer	homomultimer	0.81172687	0.292915	0.6493572063999999	0.8224779095171102	0.3513092651938965	0.6745815015642944	8gtu	0.9089132833333332	1	8gtu	4.0	161.0	89.0	20.0	107.0	74.0	93.0	2.2440038	437.0	8gtu	1400.9776000000002	1145.9612	2546.9392000000003	0.5500632288356158	0.4499366141131283
8gtz	0.5673	0.4091	0.5	0.8571	0.5673	0.5673	0.5489	0.5206	0.4444	0.8889	0.1263	0.4091	0.5	0.8571	0.4444	0.1302	0.1263	0.1263	0.1214	0.8889	8gty-assembly1	0.9588	monomer	3hi0-assembly1_A	0.9023	homodimer	3hi0-assembly1_A	0.9023	monomer	homodimer	0.92432433	0.89994454	0.914337892	0.9263458986564111	0.9039552111784328	0.9168765076643745	8gtz	0.9979919333333334	0	8gtz	103.0	174.0	138.0	130.0	142.0	112.0	96.0	1.2676842	1391.0	8gtz	2433.4915999999994	1920.188	4353.68	0.5589504970507707	0.4410494110729313
8guh	0.9677	0.9677	0.8676	0.9213	0.9677	0.9677	0.9677	0.9677	0.9677	0.9502	0.8859	0.8859	0.8529	0.7165	0.8859	0.8859	0.8859	0.8859	0.8859	0.8133	2jg2-assembly1_A	0.9553	homodimer	2jg2-assembly1_A	0.9553	homodimer	2jg2-assembly1_A	0.9553	homodimer	homodimer	0.9530772	0.9456334	0.950491976	0.953472770348524	0.94654190575928	0.9509875512081298	8guh	0.9990085666666668	1	8guh	248.0	338.0	288.0	269.0	291.0	211.0	99.0	0.89809114	1698.0	8guh	5638.866	2934.5984000000003	8573.4596	0.6577118529840625	0.342288706883275
8guu	0.5772	0.1942	0.0	0.0513	0.5772	0.5756	0.4365	0.2748	0.225	0.0435	0.2904	0.0777	0.0	0.0513	0.0833	0.1298	0.2904	0.2878	0.2044	0.0435	8gr6-assembly1	0.9945	monomer	6bwe-assembly1_A	0.8598	homodimer	6bwe-assembly1_A	0.8598	monomer	homodimer	0.41434568	0.18225333	0.26125584	0.4642625948616881	0.2565139158170577	0.3277275666543193	8guu	0.8586450833333333	0	8guu	1.0	69.0	14.0	0.0	35.0	28.0	76.0	9.174446	170.0	8guu	1189.6464	648.1448	1837.7960000000005	0.6473223361025923	0.3526750520732442
8gvl	0.6971	0.4235	0.0	0.3571	0.6971	0.6973	0.6734	0.6997	0.5414	0.3631	0.0897	0.0765	0.0	0.0159	0.0892	0.0968	0.0897	0.0887	0.0908	0.0573	8y8y-assembly1	0.9495	monomer	3bin-assembly3_A	0.8943	heterodimer	1h4r-assembly1_A	0.8818	homodimer	homodimer	0.20095523	0.12936512	0.1673019435999999	0.2697696380967428	0.2061541597617203	0.2395377581168317	8gvl	0.7145198833333333	1	8gvl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8gvl	1385.4976	1578.3639999999996	2963.858	0.4674642307424985	0.5325369838905911
8gxd	0.8113	0.6087	1.0	1.0	0.8113	0.8113	0.8113	0.8046	0.5341	0.5846	0.7868	0.5217	1.0	0.5	0.4659	0.7789	0.7868	0.7868	0.7868	0.4923	7vid-assembly1_A	0.912	homodimer	7vid-assembly1_A	0.912	homodimer	7vid-assembly1_A	0.912	monomer	homodimer	0.78494984	0.69446516	0.7341379408	0.795169946421591	0.7095125978104708	0.7481186535518612	8gxd	0.9897137333333332	0	8gxd	85.0	91.0	88.0	87.0	87.0	60.0	97.0	1.681994	784.0	8gxd	1563.0468000000003	1164.6328	2727.6799999999994	0.5730315872829661	0.4269682660722667
8gxe_A	0.1448	0.1015	0.0857	0.1116	0.1448	0.1448	0.1177	0.103	0.1021	0.0933	0.0213	0.0165	0.0	0.0179	0.0176	0.0176	0.0213	0.0213	0.0202	0.016	8gvv-assembly1	0.9653	monomer	4qum-assembly1_A	0.9059	heterodimer	6zz4-assembly1_A	0.8943	neg_heterodimer	homodimer	0.13393092	0.11007666	0.12052252296	0.2150895594353316	0.1939047499219017	0.2030620117427432	8gxe_A	0.7398242166666666	0	8gxe_A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8gxe_A	988.4380000000002	983.9168000000002	1972.3551999999995	0.5011460410376389	0.4988537561591342
8gxe_B	0.6715	0.4034	0.0	0.3471	0.6715	0.6712	0.6273	0.6505	0.6103	0.3597	0.0639	0.0682	0.0	0.0083	0.0755	0.0733	0.0639	0.0642	0.0722	0.036	8y8y-assembly1	0.9322	monomer	3bin-assembly3_A	0.8723	heterodimer	1h4r-assembly1_A	0.8501	neg_heterodimer	homodimer	0.22842406	0.1436972	0.1754272096	0.2957354142704824	0.2201738051591202	0.2477975645958324	8gxe_B	0.7229848166666667	0	8gxe_B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8gxe_B	1318.2620000000002	1567.4463999999996	2885.71	0.4568241437982334	0.5431753017454974
8gy0	0.5112	0.4235	0.0	0.2353	0.5112	0.5072	0.4558	0.3913	0.3924	0.4378	0.3788	0.4235	0.0	0.2353	0.3924	0.3913	0.3788	0.3753	0.3699	0.4378	8h72-assembly1_A	0.8986	homodimer	8h72-assembly1_A	0.8986	homodimer	8h72-assembly1_A	0.8986	homodimer	homodimer	0.84383845	0.1369928	0.5193408892	0.8538639468569025	0.2165566788345167	0.5605685801870692	8gy0	0.7859803000000001	1	8gy0	5.0	136.0	27.0	0.0	44.0	36.0	97.0	2.1405985	954.0	8gy0	1068.5712000000003	374.3036000000001	1442.8763999999996	0.740584016759856	0.2594148743440534
8gyc	0.5732	0.3224	0.1039	0.3147	0.5732	0.5756	0.4064	0.3224	0.3224	0.3267	0.2516	0.0855	0.0649	0.0699	0.0855	0.0855	0.2516	0.254	0.1176	0.0867	8h0j-assembly1	0.9994	monomer	1avh-assembly3_B-2	0.9793	homodimer	1avh-assembly3_B-2	0.9793	homodimer	homodimer	0.1884443	0.12210574	0.1490891372	0.2614184044910957	0.2035792593279392	0.2271793071565316	8gyc	0.6334114833333333	1	8gyc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8gyc	772.1851999999998	673.0283999999999	1445.2143999999998	0.5343049446504269	0.4656945017984875
8gyg	0.7778	0.8667	0.0	1.0	0.7778	0.7766	0.7261	0.6702	0.7143	0.9375	0.5253	0.8667	0.0	1.0	0.7013	0.6277	0.5253	0.5279	0.6115	0.9375	1y44-assembly1_A	0.8337	homodimer	1y44-assembly1_A	0.8337	homodimer	1y44-assembly1_A	0.8337	homodimer	homodimer	0.9475317	0.9380152	0.9443769976	0.9480989640511048	0.9386715012602184	0.944972547723208	8gyg	0.9921188666666668	1	8gyg	154.0	190.0	166.0	156.0	161.0	116.0	99.0	0.83305013	1413.0	8gyg	3673.5596	1479.3683999999996	5152.9284	0.7129071694456303	0.2870927529286065
8gyh	0.96	0.96	0.0	0.955	0.96	0.96	0.9621	0.9621	0.9619	0.9615	0.9247	0.935	0.0	0.955	0.9286	0.9265	0.9247	0.9247	0.9265	0.9615	2oga-assembly1_A	0.8762	homodimer	2oga-assembly1_A	0.8762	homodimer	2oga-assembly1_A	0.8762	homodimer	homodimer	0.9358	0.92068917	0.9256427008	0.9371305488690412	0.923254496237186	0.927601550589703	8gyh	0.9982915333333334	1	8gyh	135.0	186.0	162.0	152.0	173.0	130.0	98.0	1.0382925	1267.0	8gyh	3591.5652	1498.572	5090.14	0.7055926163131072	0.2944068336037909
8gz4	0.2467	0.2752	0.0	0.6667	0.2467	0.2467	0.2317	0.2309	0.2152	0.227	0.1141	0.1315	0.0	0.6667	0.0878	0.0992	0.1141	0.1141	0.0979	0.1227	2p4d-assembly1	0.96	monomer	5ncr-assembly1_A	0.835	homodimer	5ncr-assembly1_A	0.835	homodimer	homodimer	0.91023654	0.8213109	0.8878647592	0.9120422370895924	0.8321212618271907	0.8912995073853933	8gz4	0.9876235333333332	1	8gz4	12.0	133.0	80.0	53.0	86.0	56.0	98.0	0.9956426	1492.0	8gz4	1841.6688	559.1936000000002	2400.8624000000004	0.767086360301198	0.2329136396988016
8gzx_A	0.5149	0.4529	0.0	0.0312	0.5149	0.5149	0.4839	0.4662	0.4602	0.4479	0.1023	0.0179	0.0	0.0208	0.031	0.0489	0.1023	0.1023	0.086	0.0156	3wgk-assembly1	0.9643	monomer	1fsz-assembly1_A	0.8984	homomultimer	1fsz-assembly1_A	0.8984	neg_heterodimer	homomultimer	0.46974272	0.10387649	0.1816101928	0.5099824507334363	0.1811331100963035	0.2516309958459257	8gzx_A	0.7208781000000001	0	8gzx_A	32.0	125.0	8.0	0.0	58.0	51.0	88.0	10.91119	242.0	8gzx_A	1498.83	1068.4540000000002	2567.2816000000003	0.5838198661183096	0.416181068722652
8gzx_B	0.5094	0.3333	0.6667	0.375	0.5094	0.5094	0.5105	0.5126	0.4884	0.3533	0.1002	0.1399	0.0	0.1094	0.1065	0.1008	0.1002	0.1002	0.1004	0.1437	8pr7-assembly1_E	0.9279	heteromultimer_2_copies	8pr7-assembly1_E	0.9279	heteromultimer_2_copies	4lsd-assembly3_H	0.8186	neg_heterodimer	homodimer	0.73888415	0.66761494	0.7031716248000001	0.7063739743830917	0.6373006229030879	0.6721088026129088	8gzx_B	0.7480101166666667	0	8gzx_B	101.0	136.0	109.0	104.0	112.0	74.0	96.0	1.0062975	1258.0	8gzx_B	2083.8544	1502.6488	3586.5028	0.5810268431966651	0.4189732683325941
8h1f	0.6706	1.0	0.0	0.0	0.6706	0.7089	0.7857	0.8824	1.0	0.0	0.2824	0.6	0.0	0.0	0.4286	0.4118	0.2824	0.3038	0.4286	0.0	3gab-assembly3_D-2	0.6418	homodimer	3gab-assembly3_D-2	0.6418	homodimer	3gab-assembly3_D-2	0.6418	homodimer	homodimer	0.9068068	0.8472346	0.8786357956	0.9075103050848592	0.8483376514009946	0.8797090930641684	8h1f	0.9856458333333332	1	8h1f	78.0	95.0	89.0	84.0	92.0	60.0	99.0	0.9315531	1181.0	8h1f	1484.5592	916.7368	2401.2944	0.6182328997227496	0.3817677665845554
8h1i_A	0.6143	0.0645	0.0	0.0	0.6143	0.6091	0.3553	0.0714	0.0833	0.0	0.2018	0.0	0.0	0.0	0.0	0.0	0.2018	0.2045	0.0658	0.0	4csh-assembly4	0.6511	monomer	5leo-assembly2_B	0.6457	heterodimer	4lxc-assembly5_B	0.3719	neg_heterodimer	homomultimer	0.52960426	0.1191317	0.147543628	0.5499293169353985	0.1683982568934842	0.1943073675976041	8h1i_A	0.6146826833333333	0	8h1i_A	91.0	91.0	4.0	0.0	91.0	68.0	92.0	4.9964385	520.0	8h1i_A	1445.5783999999996	753.3823999999996	2198.9600000000005	0.6573918579692215	0.3426085058391237
8h1i_B	0.7061	0.1585	0.0	0.0	0.7061	0.7055	0.683	0.6336	0.3622	0.0923	0.1987	0.1341	0.0	0.0	0.1496	0.0925	0.1987	0.1992	0.2051	0.0615	1mjc-assembly1	0.9358	monomer	7f3i-assembly1_E	0.7749	homomultimer	7f3i-assembly1_E	0.7749	neg_heterodimer	homomultimer	0.25621247	0.0786013	0.14545195132	0.3183523908175323	0.1600963023137312	0.2195169472189888	8h1i_B	0.6177162	0	8h1i_B	1.0	68.0	10.0	0.0	34.0	28.0	84.0	9.36277	177.0	8h1i_B	541.0008000000001	688.42	1229.4164	0.4400468384836904	0.5599567404501843
8h1k	0.3025	0.2086	0.0	0.3438	0.3025	0.3014	0.2964	0.2733	0.2486	0.1714	0.2398	0.2053	0.0	0.3438	0.237	0.24	0.2398	0.2402	0.2377	0.1619	3wki-assembly1_A	0.8994	monomer	1fp3-assembly1_A	0.8423	homodimer	1fp3-assembly1_A	0.8423	homodimer	homodimer	0.9417484	0.93814903	0.9403417316	0.943763433095134	0.9404272115518114	0.942507333574008	8h1k	0.9988569333333334	1	8h1k	80.0	92.0	84.0	80.0	89.0	56.0	99.0	0.9646801	1134.0	8h1k	1271.2960000000005	869.0440000000001	2140.3412	0.5939688494526014	0.4060305898891261
8h28	0.7206	0.6801	0.9423	0.8108	0.7206	0.7206	0.7281	0.7034	0.7186	0.726	0.3612	0.5825	0.9423	0.8108	0.4598	0.4364	0.3612	0.3612	0.3649	0.6941	2j8w-assembly1_B	0.929	homodimer	2j8w-assembly1_B	0.929	homodimer	2j8w-assembly1_B	0.929	homodimer	homodimer	0.9300287	0.92427945	0.9276083772	0.9319127256021198	0.9267541368267728	0.929899155278652	8h28	0.9974818333333332	1	8h28	44.0	60.0	47.0	46.0	50.0	42.0	99.0	0.84893113	1099.0	8h28	897.8380000000002	663.8536000000001	1561.6935999999998	0.5749130303152938	0.4250856890237625
8h3j	0.3866	0.3662	0.0	0.1512	0.3866	0.3866	0.4052	0.4008	0.3931	0.3436	0.2712	0.227	0.0	0.1171	0.244	0.25	0.2712	0.2712	0.2597	0.218	8h3i-assembly1	0.994	monomer	4bk6-assembly1_B	0.8992	homodimer	4bk6-assembly1_B	0.8992	monomer	homodimer	0.39778566	0.079543784	0.17456228236	0.4497311880028938	0.1649835582905745	0.249751507696295	8h3j	0.61769455	0	8h3j	2.0	88.0	7.0	0.0	44.0	39.0	87.0	11.032869	115.0	8h3j	890.1095999999999	697.67	1587.7812000000006	0.5605996594492991	0.4393993328551816
8h3t	0.6456	0.9174	0.0	0.9936	0.6456	0.6456	0.6338	0.6007	0.658	0.9565	0.5824	0.9174	0.0	0.9936	0.5758	0.533	0.5824	0.5824	0.5685	0.9565	6c5b-assembly1_B	0.8783	homodimer	6c5b-assembly1_B	0.8783	homodimer	6c5b-assembly1_B	0.8783	homodimer	homodimer	0.9423215	0.9212825	0.9332836348	0.9417976441119572	0.9194369355867276	0.9323785466025772	8h3t	0.9980770666666666	1	8h3t	218.0	302.0	260.0	246.0	259.0	188.0	99.0	0.868737	1725.0	8h3t	5505.7044000000005	2487.1988	7992.902000000001	0.6888242092796834	0.3111759408535223
8h5s	0.5598	0.3772	0.0	0.25	0.5598	0.5598	0.5316	0.4808	0.4311	0.25	0.5152	0.3772	0.0	0.25	0.4311	0.4731	0.5152	0.5152	0.4946	0.25	3qu5-assembly1	0.8321	monomer	3qxg-assembly1_A	0.8277	homomultimer	3qxg-assembly1_A	0.8277	monomer	homomultimer	0.21760413	0.09917701	0.12153041104	0.2758570200041997	0.1734796934212866	0.1893851154020815	8h5s	0.5601389333333333	0	8h5s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8h5s	949.6772	890.0064000000001	1839.6804	0.5162185779660424	0.4837831614665244
8h62_B	0.6123	0.3452	0.0	0.3793	0.6123	0.6145	0.619	0.4709	0.4076	0.3494	0.2174	0.2386	0.0	0.3793	0.2941	0.263	0.2174	0.2182	0.2174	0.2048	4oy9-assembly1	0.9654	monomer	3k5s-assembly1_A	0.8959	homodimer	3k5s-assembly1_A	0.8959	neg_heterodimer	homodimer	0.7422261	0.3276	0.6228505096	0.753113230401539	0.3796130114080594	0.6454549001616643	8h62_B	0.96788145	0	8h62_B	7.0	128.0	78.0	13.0	98.0	82.0	91.0	1.9452904	624.0	8h62_B	1817.4572	1220.536	3037.9912000000013	0.5982430758851439	0.4017575824446099
8h63_A	0.5361	0.4569	0.0	0.0	0.5361	0.5337	0.5243	0.4971	0.4837	0.2821	0.1134	0.1034	0.0	0.0	0.1242	0.1086	0.1134	0.114	0.1189	0.1026	1o6v-assembly2	0.9777	monomer	5il7-assembly1_B	0.7856	homodimer	5il7-assembly1_B	0.7856	neg_heterodimer	homodimer	0.18675047	0.117890745	0.1426887492	0.2593576233354451	0.200323883512269	0.2212083406846398	8h63_A	0.6567598499999999	0	8h63_A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8h63_A	636.4704000000005	650.2308	1286.7008000000003	0.4946529915890316	0.5053473192835505
8har	0.6459	0.869	0.0	1.0	0.6459	0.6459	0.6417	0.623	0.6186	0.943	0.5556	0.7621	0.0	1.0	0.5474	0.5288	0.5556	0.5556	0.5502	0.943	7wdw-assembly2_B	0.8497	homodimer	7wdw-assembly2_B	0.8497	homodimer	7wdw-assembly2_B	0.8497	homodimer	homodimer	0.9510674	0.94405746	0.9481793752	0.9507301377455514	0.9433956665959708	0.9476340411524375	8har	0.9997121666666666	1	8har	258.0	298.0	278.0	271.0	279.0	193.0	99.0	0.8743774	1823.0	8har	5751.126	2657.4	8408.524800000001	0.6839637316643223	0.3160364110479878
8he6	0.856	0.9259	1.0	1.0	0.856	0.8584	0.8697	0.8691	0.8812	0.8941	0.7895	0.9259	1.0	1.0	0.8812	0.8691	0.7895	0.8074	0.8567	0.8941	6a52-assembly1_B	0.9356	homodimer	6a52-assembly1_B	0.9356	homodimer	6a52-assembly1_B	0.9356	homodimer	homodimer	0.9261144	0.91833323	0.9233993112	0.9274106938065856	0.9201464461706284	0.9248689759077552	8he6	0.9967818333333334	1	8he6	69.0	118.0	88.0	78.0	89.0	66.0	99.0	0.79462755	1498.0	8he6	1614.168	1051.4752	2665.6444	0.6055451357277812	0.3944544140996451
8hea	0.4497	0.4388	0.0	0.0794	0.4497	0.4497	0.4497	0.4497	0.4511	0.4032	0.4383	0.4354	0.0	0.0794	0.4397	0.4383	0.4383	0.4383	0.4383	0.4032	1tqh-assembly1	0.9781	monomer	7ebo-assembly1_B	0.8908	homodimer	7ebo-assembly1_B	0.8908	monomer	homodimer	0.6985899	0.19619597	0.2980422908	0.7234777311450563	0.270752373205199	0.3623246008061072	8hea	0.7977154333333334	0	8hea	1.0	115.0	8.0	0.0	32.0	34.0	92.0	4.532004	570.0	8hea	1005.1244000000002	882.7847999999998	1887.9104	0.5324004783277851	0.4675988860488294
8hfm	0.3803	0.0353	0.0	0.1667	0.3803	0.3799	0.2074	0.0633	0.0478	0.1429	0.2213	0.0353	0.0	0.1667	0.0414	0.0572	0.2213	0.222	0.1659	0.1429	8hfn-assembly1	0.9749	monomer	8qhp-assembly1_A	0.8601	homodimer	8qhp-assembly1_A	0.8601	monomer	homodimer	0.59434944	0.11556636	0.160290395	0.6297949762648958	0.1992565161528859	0.2395087716705957	8hfm	0.6287168333333333	0	8hfm	20.0	20.0	1.0	0.0	20.0	25.0	96.0	7.853535	244.0	8hfm	676.3155999999994	1015.356	1691.6712000000005	0.399791401544224	0.6002088349083438
8hg9	0.0916	0.0916	0.0	0.0891	0.0916	0.0916	0.0916	0.0916	0.0916	0.0909	0.0623	0.0623	0.0	0.0591	0.0623	0.0623	0.0623	0.0623	0.0623	0.0624	5iki-assembly1	0.971	monomer	4aw3-assembly1_B	0.8901	homodimer	4aw3-assembly1_B	0.8901	homodimer	homodimer	0.78343767	0.1309619	0.6635000108	0.7971686392565623	0.2079834799401413	0.6895053124201279	8hg9	0.9382556	1	8hg9	11.0	87.0	53.0	0.0	64.0	65.0	91.0	2.776601	713.0	8hg9	1142.5736	1175.6891999999996	2318.264	0.49285741399599	0.5071420683753013
8hgv	0.492	0.5021	1.0	0.8571	0.492	0.492	0.492	0.492	0.4866	0.4124	0.4774	0.4923	1.0	0.8571	0.4718	0.4774	0.4774	0.4774	0.4774	0.4072	8hgw-assembly2_C-2	0.9755	homodimer	8hgw-assembly2_C-2	0.9755	homodimer	8hgw-assembly2_C-2	0.9755	homodimer	homodimer	0.93902695	0.9329549	0.9356660744	0.9408961033622608	0.9348303311782143	0.9374588087333888	8hgv	0.9971781	1	8hgv	61.0	78.0	69.0	65.0	69.0	51.0	99.0	0.7990103	1749.0	8hgv	1236.6331999999998	711.8351999999999	1948.4708	0.6346685821517057	0.3653301861131303
8hjw	0.9578	0.2	0.0	0.0	0.9578	0.9578	0.9578	0.9578	0.9681	0.0	0.9532	0.2	0.0	0.0	0.9657	0.9532	0.9532	0.9532	0.9532	0.0	8j2a-assembly2	0.767	monomer	6k8w-assembly1_B	0.6854	homodimer	6k8w-assembly1_B	0.6854	homodimer	homodimer	0.90164673	0.80071384	0.8607411655999999	0.9024450568650572	0.802322725719973	0.8618435099595031	8hjw	0.9979008	1	8hjw	256.0	658.0	434.0	409.0	445.0	330.0	98.0	1.0398451	1941.0	8hjw	6915.9224	5511.883600000001	12427.8056	0.5564878163205256	0.4435122158653657
8hjx	0.7654	0.8066	0.0	1.0	0.7654	0.7654	0.7654	0.7621	0.7861	0.9048	0.7039	0.783	0.0	0.8125	0.762	0.6998	0.7039	0.7039	0.7039	0.8571	1o4t-assembly1_A	0.8556	homodimer	1o4t-assembly1_A	0.8556	homodimer	1o4t-assembly1_A	0.8556	homodimer	homodimer	0.934878	0.9311429	0.9332551328	0.9363269821487208	0.9327041767584304	0.9347412652424928	8hjx	0.99475295	1	8hjx	130.0	149.0	138.0	134.0	140.0	92.0	99.0	0.7942558	3036.0	8hjx	2661.284	1204.1252	3865.4068	0.688487431646263	0.3115131892456959
8hly_A	0.5648	0.4315	0.0333	0.4348	0.5648	0.5648	0.5316	0.4543	0.4364	0.5226	0.2296	0.0845	0.0	0.0696	0.0925	0.1345	0.2296	0.2296	0.2037	0.0782	4bvf-assembly1	0.9516	monomer	7f4e-assembly1_A	0.9124	heterodimer	1q17-assembly1_A	0.8706	neg_heterodimer	homomultimer	0.56940144	0.13079397	0.1914044627999999	0.5984633033466529	0.2074311972229457	0.2621155491721284	8hly_A	0.7081649499999999	0	8hly_A	1.0	39.0	3.0	0.0	28.0	30.0	87.0	5.06201	385.0	8hly_A	944.2227999999996	400.1851999999999	1344.4112000000002	0.7023318460899459	0.2976657736859078
8hmx_A	0.9286	0.9292	0.8273	0.9309	0.9286	0.9286	0.9286	0.9286	0.9285	0.929	0.0048	0.0049	0.0144	0.0043	0.0048	0.0048	0.0048	0.0048	0.0048	0.0054	6das-assembly2	0.9985	monomer	3jcr-assembly1_D	0.9647	heteromultimer_1_copy	5yzv-assembly1_E	0.9339	neg_heterodimer	homomultimer	0.13957852	0.098382264	0.113684677	0.2209879846735277	0.1845577705732146	0.1980775340888675	8hmx_A	0.6794511666666666	0	8hmx_A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8hmx_A	825.5128	841.6648000000004	1667.1760000000002	0.4951563602163178	0.504844599490396
8hn2	0.7656	0.6569	0.0	0.6667	0.7656	0.7604	0.8021	0.8871	0.8732	0.746	0.1483	0.0392	0.0	0.6667	0.1162	0.1379	0.1483	0.1516	0.1497	0.0476	5cxm-assembly1_A	0.8049	homodimer	5cxm-assembly1_A	0.8049	homodimer	5cxm-assembly1_A	0.8049	homodimer	homodimer	0.7794628	0.06263062	0.3455374446399999	0.7920690741516597	0.1481599475127862	0.4020694216392043	8hn2	0.57336915	1	8hn2	4.0	88.0	11.0	0.0	12.0	8.0	98.0	1.4105498	781.0	8hn2	714.3108	362.3432000000001	1076.656	0.6634531363778217	0.3365450060186356
8hnq	0.3485	0.2895	0.0	0.4135	0.3485	0.3485	0.3438	0.3283	0.3218	0.2895	0.2865	0.2368	0.0	0.4135	0.264	0.2713	0.2865	0.2865	0.2868	0.2368	5dan-assembly1	0.8671	monomer	3v0u-assembly2_A	0.85	homodimer	3v0u-assembly2_A	0.85	monomer	homodimer	0.22060817	0.1602171	0.1968776507999999	0.2917468110040208	0.2379180189854186	0.2707022799261808	8hnq	0.8463924666666667	0	8hnq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8hnq	921.8615999999998	979.5276	1901.3908	0.4848354162647678	0.5151637422459391
8hnr	0.6404	0.6683	0.0	0.6994	0.6404	0.6414	0.6642	0.6298	0.6547	0.7104	0.1952	0.1759	0.0	0.1227	0.1883	0.1787	0.1952	0.1931	0.2	0.1858	4j2k-assembly2	0.9781	monomer	4an6-assembly1_B	0.8927	homodimer	4an6-assembly1_B	0.8927	monomer	homodimer	0.48413885	0.13035417	0.2596058928	0.5277168320147874	0.2087299291880457	0.3251779713412855	8hnr	0.7858396666666667	0	8hnr	1.0	142.0	19.0	0.0	69.0	52.0	78.0	7.1586037	275.0	8hnr	1020.8068	906.4004000000004	1927.2068	0.5296820247832252	0.4703181827710448
8hnu	0.3906	0.5952	0.0	1.0	0.3906	0.3861	0.2798	0.3014	0.3138	1.0	0.2995	0.5952	0.0	1.0	0.3138	0.3014	0.2995	0.3003	0.2798	1.0	3qde-assembly1_B	0.8163	homodimer	3qde-assembly1_B	0.8163	homodimer	3qde-assembly1_B	0.8163	homodimer	homodimer	0.92751193	0.91183436	0.9199975176	0.9287122154364488	0.9141730913843698	0.921731834091114	8hnu	0.997643	1	8hnu	248.0	447.0	339.0	325.0	347.0	245.0	97.0	0.85775375	1721.0	8hnu	5704.270399999999	4358.590800000001	10062.862	0.5668636219000122	0.4331362985997424
